Customer,Revenue per transaction,Month & Year
cus_NiBnelNhmXbJOe,18.92,2023-04
cus_NM3N6g44hE2nwn,18.92,2023-04
cus_NM30jJvDHbwtph,18.92,2023-04
cus_JIgBKuMsIq3L1B,172.68,2023-04
cus_NAO4gofoJsdBo8,19.12,2023-04
cus_ICSQzSe31MUtcd,19.12,2023-04
cus_Ni7N75xsTYzD0D,18.92,2023-04
cus_Ni4ZW9c5V3UVW7,174.48,2023-04
cus_Myiqa3jXeiBrSt,18.92,2023-04
cus_NWQVSMLKjMNrwp,19.12,2023-04
cus_IkqWgUZJi4pYZk,18.92,2023-04
cus_MnSKeDyplQElHY,19.12,2023-04
cus_Ni1oE4Wq5GDQex,18.92,2023-04
cus_NLuDR1is0JppPa,19.12,2023-04
cus_NAGpGVgOTWbrbH,19.12,2023-04
cus_KlvDQphJZGzlTu,19.12,2023-04
cus_NWMcmQ7DRqURUn,18.92,2023-04
cus_NhyyvPsjWSXSn0,19.12,2023-04
cus_MbmCYi7Ln5vh7H,19.12,2023-04
cus_NWLDZAY6HhNQNF,18.92,2023-04
cus_JITuhXNZAct9TH,19.12,2023-04
cus_NhxUIV1qnVmU1j,19.12,2023-04
cus_NWKLCYotDGUiis,18.92,2023-04
cus_NhxMdabYSxUYoV,174.48,2023-04
cus_NADov7BbQauD4a,19.12,2023-04
cus_NKsMdAB2EgvPyF,18.92,2023-04
cus_NLpHDaqYLnvcva,19.12,2023-04
cus_NADAeMiQk62yaZ,19.12,2023-04
cus_Nhw7iJoIGzNu0p,18.92,2023-04
cus_JIS7HMhiE3GktA,18.92,2023-04
cus_Nhvepf6s1GXU0r,19.12,2023-04
cus_NhvUja5TVGc2a0,19.12,2023-04
cus_M3GWrTfXWBfAJc,19.12,2023-04
cus_JTgEnOxsPosdJJ,19.12,2023-04
cus_JIRKNXAW2CfgGF,172.68,2023-04
cus_LVASWePSzsH3L0,172.68,2023-04
cus_NWHpDxnqCG9od7,19.12,2023-04
cus_MbiZsepiuFluNX,18.92,2023-04
cus_Nhub2OYDoDkHws,19.12,2023-04
cus_NhubvMHfNUGqN1,19.12,2023-04
cus_LVA6D8uX6WmXdo,314.3,2023-04
cus_INrA3a4J8VGf0d,19.12,2023-04
cus_Nhu2e9GoGiTzXh,19.12,2023-04
cus_MyYZvyfz65mmqg,19.12,2023-04
cus_MyYTHnstLQEPUB,19.12,2023-04
cus_F3oZ6uzE8uR3No,19.12,2023-04
cus_NhtX2jexQIg9ec,18.92,2023-04
cus_KOxZhB5UdPXQ0z,19.12,2023-04
cus_KxPvai2RX6TmpR,18.92,2023-04
cus_FZFbGrVT519zm8,172.68,2023-04
cus_Lry5SUDRDd8ssH,19.12,2023-04
cus_MnHBSDPZ7RPdEq,18.92,2023-04
cus_JINOGExONjGC4j,174.48,2023-04
cus_JINKM8OE7sgema,174.48,2023-04
cus_NhqkGCuG8WDwce,18.92,2023-04
cus_MyVMIr2O0joLZS,19.12,2023-04
cus_NWDO0Sn8yB2Dym,19.12,2023-04
cus_NhpWZZIMjdxYzk,172.68,2023-04
cus_NWC7syAsYkgbyp,18.92,2023-04
cus_Nhp3zSIYAklDRZ,18.92,2023-04
cus_Nhoo3KVNhrg6EX,19.12,2023-04
cus_IZ0NnnYRw0iHxw,18.92,2023-04
cus_NA4zujQjXyIRfO,18.92,2023-04
cus_JIJVBQUri0dTcA,19.12,2023-04
cus_MbaaiizmMsmVSR,18.92,2023-04
cus_Fz0Wzsv5VWyMLs,18.92,2023-04
cus_Nhlsb4wih5mZ4u,18.92,2023-04
cus_LrryKyGaxcnsvQ,18.92,2023-04
cus_NhlYbbkpx2zlZb,19.12,2023-04
cus_NhlIBpfyqLDPbr,18.92,2023-04
cus_NA0yKnBYE9b2PE,19.12,2023-04
cus_MyOxIhXCj24cPX,18.92,2023-04
cus_Nhk7jJqnYzs7TW,18.92,2023-04
cus_NLcfmuJJz50PRR,18.92,2023-04
cus_KDZ0jo9joOBDkr,19.12,2023-04
cus_NLaE4U0eijIvQd,19.12,2023-04
cus_NhfcqZFE3UF713,19.12,2023-04
cus_NhfLsIJcsUWWhF,19.12,2023-04
cus_LJIrKNhD7WtA8j,19.12,2023-04
cus_NW1izVqapdKcOi,19.12,2023-04
cus_KlZfXz5THl9wQ8,19.12,2023-04
cus_NW0xDhZMTYZ7rR,19.12,2023-04
cus_MyHkdcnpvT6hzV,19.12,2023-04
cus_NhdGaPa6ubrzCh,18.92,2023-04
cus_NLUrDQfpWf0cEx,19.12,2023-04
cus_MbPrnEyCU57qAY,19.12,2023-04
cus_MyGiAvPsezBkyr,19.12,2023-04
cus_NVyeOapTF8gOET,18.92,2023-04
cus_N9s1Sww4hxH0R5,19.12,2023-04
cus_IkOPkp5VngBdSv,19.12,2023-04
cus_J6UnP57cYNM0OZ,19.12,2023-04
cus_JTLWhxrxheOnc1,19.12,2023-04
cus_LUq7iDQnfcCWqA,172.68,2023-04
cus_Hp4YV9gAk7mrLU,19.12,2023-04
cus_N7DTxClcIbKOWr,19.12,2023-04
cus_NhYfKlj2tGRS6g,19.12,2023-04
cus_JqA9hxD72CNwIn,19.12,2023-04
cus_NVutF0H6xQ19Ml,19.12,2023-04
cus_Ivxd20ep0yBIPf,19.12,2023-04
cus_NhXXUszAzzBTrj,174.48,2023-04
cus_JTICn3MRilmbOY,18.92,2023-04
cus_N9nqFS3ojyqHqw,18.92,2023-04
cus_JTHoINuA8A0dvz,18.92,2023-04
cus_N9nRpYCXrtfMTy,19.12,2023-04
cus_N9nNSSyL01YLge,19.12,2023-04
cus_J6QOeXOyXsIjxC,19.12,2023-04
cus_LUljVhjGtXgeod,18.92,2023-04
cus_IBrBxIiwL8xIwJ,19.12,2023-04
cus_NhVzI6aYaWfF22,19.12,2023-04
cus_NhVusQPTfavOcC,18.92,2023-04
cus_N9lxiiy9cfAB5w,19.12,2023-04
cus_NLNxIufbIPLs9I,18.92,2023-04
cus_Kx2OCSzIcY2ysz,18.92,2023-04
cus_MbIoEe60pAk37d,18.92,2023-04
cus_M2ptnM8IHuVFOB,19.12,2023-04
cus_NLNEgwvcL2SnYp,18.92,2023-04
cus_NhUAlIpbdRGhwO,19.12,2023-04
cus_NhTratEj3wY6Wq,19.12,2023-04
cus_NhTiLrAxxhk2hk,19.12,2023-04
cus_My8LNvfM93yG00,18.92,2023-04
cus_MQ2ftwO98chjqX,19.12,2023-04
cus_NhTRTQbwpFKcIJ,19.12,2023-04
cus_NhTDnfIjXqpjJ9,19.12,2023-04
cus_JHyL4ntKPBtrm5,174.48,2023-04
cus_LUgNUEiyHjqT4j,172.68,2023-04
cus_NhOyJRKpU5gOby,18.92,2023-04
cus_Lfsq795LeQNLh4,18.92,2023-04
cus_NhNZXg9FdIoo4Q,18.92,2023-04
cus_LUc4iSAFfl6I46,172.68,2023-04
cus_NhKHys3hnaak5Z,19.12,2023-04
cus_NhJ0zopyKhfTO7,19.12,2023-04
cus_N9ZSP47anCQrNn,18.92,2023-04
cus_NhId70cNgyDCz6,19.12,2023-04
cus_NhI2ViXajR9o8O,18.92,2023-04
cus_FnGXdNrRS2gEjY,18.92,2023-04
cus_LUWSgSgPcprXgw,174.48,2023-04
cus_NhGk0EuhtPMqPG,19.12,2023-04
cus_NVdErqHbN8QLpI,19.12,2023-04
cus_GLLDQHwdzKzmYf,19.12,2023-04
cus_IvfuYApQ7Zouch,19.12,2023-04
cus_KlAX8wLLSV6Icq,19.12,2023-04
cus_NL6oXkvgiDseUO,19.12,2023-04
cus_NhE6BjocIaTIEm,19.12,2023-04
cus_NhDxs9Oe0JoeDQ,174.48,2023-04
cus_MxrsHIjLtY9frc,18.92,2023-04
cus_MEA8XfUCFCw3po,19.12,2023-04
cus_NhCnBkumlWh2Yv,172.68,2023-04
cus_M2Xtzf1xrhvxLn,19.12,2023-04
cus_BNjP0IyuXZzEU6,19.12,2023-04
cus_MxrEm5yhr6Y8EN,19.12,2023-04
cus_NhCaAd3lGMy52J,19.12,2023-04
cus_FEjPMmR4yXoSQy,19.12,2023-04
cus_NhCQEW6nbUhn80,174.48,2023-04
cus_MPl9NVTqyMthZY,19.12,2023-04
cus_NhBspqKazRtIux,19.12,2023-04
cus_MazkpOyOXVFKz1,19.12,2023-04
cus_NhBL2fTuMJDDDD,19.12,2023-04
cus_NL3xIfSwx4ILAe,18.92,2023-04
cus_N9RnYe0Opeh2id,19.12,2023-04
cus_N9RS8k2L8Cn0fW,18.92,2023-04
cus_ASO2XVzxi5V4N1,174.48,2023-04
cus_N9RCE3egXSS8ml,19.12,2023-04
cus_LrGR4S3ZyY11rR,19.12,2023-04
cus_LInXBj7S4maZxn,19.12,2023-04
cus_MmZepwxsHijuSy,19.12,2023-04
cus_N9QAe42uMdUoG0,19.12,2023-04
cus_MaxDFzIyxSYRWc,19.12,2023-04
cus_KODn5D9vEU3W9K,19.12,2023-04
cus_NVVt2kDZbJkoJS,18.92,2023-04
cus_MawRo7O2Xi4lAJ,19.12,2023-04
cus_KCxyUMlzLIAVy6,19.12,2023-04
cus_EVhwLs4e7Y82Uy,18.92,2023-04
cus_Nh82FDd2M39WC3,18.92,2023-04
cus_M2Sxh74YV3JgYq,18.92,2023-04
cus_NVUbp6EpY1MNk3,19.12,2023-04
cus_MavRF2qEOiulpL,19.12,2023-04
cus_Nh7ECnxHjPEC2q,339.55,2023-04
cus_HobEwPZSh31xwi,18.92,2023-04
cus_Nh6uPlfpaNucpS,174.48,2023-04
cus_GiPdnzeaYx5usF,19.12,2023-04
cus_LfaownZp82RGVQ,19.12,2023-04
cus_MauABW4IK36QVY,19.12,2023-04
cus_NVT5Xv8kxposUB,18.92,2023-04
cus_CvXSmmcEw2ImYr,172.68,2023-04
cus_LULLKUhPDtUMtT,18.92,2023-04
cus_MPemkN9OFL9S4q,18.92,2023-04
cus_G6IkKszgykzC29,180.49,2023-04
cus_Nh5XZgSeg57sQI,19.12,2023-04
cus_IvUtaM5rRUBmTl,18.92,2023-04
cus_M2PwYhQE1qAA6R,18.92,2023-04
cus_BvgBvDj5p2LD63,18.92,2023-04
cus_ME0veIUgH8hUs6,18.92,2023-04
cus_Nh3gIwhthTjrRX,18.92,2023-04
cus_Nh2tTnUyT3nS4I,19.12,2023-04
cus_Jpe9sfNdy482od,18.92,2023-04
cus_LfWfriTNXMSd7O,18.92,2023-04
cus_FEZBBEgODeDH5d,18.92,2023-04
cus_LIey1RlxpBo6Jl,18.92,2023-04
cus_NgzMO07bVzh5IU,18.92,2023-04
cus_Lr5i91PavFUfVh,19.12,2023-04
cus_N9FgyUwlmQTevC,19.12,2023-04
cus_N9DIP1TB6VReGW,18.92,2023-04
cus_HFwzpuhWHKghdM,19.12,2023-04
cus_AS7q59J9g3DK15,172.68,2023-04
cus_NVH4kkiqlBrC3z,18.92,2023-04
cus_IvJoISyjb8aNgT,19.12,2023-04
cus_NgtYc2pbrLgNGL,19.12,2023-04
cus_L825AhSSsZQIVu,19.12,2023-04
cus_NKl0BwEvHH5hXJ,19.12,2023-04
cus_NVFG4qd2sCGbA5,19.12,2023-04
cus_K15tT2mWa6QZ1B,19.12,2023-04
cus_LIUtQTXqmFr2iy,19.12,2023-04
cus_NVEI15zMuyd8k5,19.12,2023-04
cus_NVDjMOTBLDzWi9,19.12,2023-04
cus_JSbRJT6UuJwAVy,19.12,2023-04
cus_NgqEAmiNKgYLKR,19.12,2023-04
cus_N96jJNSyby5wmQ,19.12,2023-04
cus_NgpfAcXFEOATBs,19.12,2023-04
cus_L7yjIsSEg5FOAR,19.12,2023-04
cus_LfJV2gAKBElWSE,19.12,2023-04
cus_NgowWmjZS0FW4h,172.68,2023-04
cus_MmEc6OCfEf7WbN,19.12,2023-04
cus_MPNl3acx9EoBEb,19.12,2023-04
cus_NKgbx6WUbJYomp,19.12,2023-04
cus_NVAmamA2Yx5Pao,19.12,2023-04
cus_NgnZQJYpMcVFAK,174.48,2023-04
cus_IMkYz72PC1gL6Z,19.12,2023-04
cus_FEKGNMqm5P3bL6,19.12,2023-04
cus_NKfouVT6GOCniA,19.12,2023-04
cus_NgmxjvuSpNonmZ,19.12,2023-04
cus_NgmxIpsUSARldt,19.12,2023-04
cus_H4ZB8ZBd8VAQPh,19.12,2023-04
cus_9Lo3Ma7d8CyCW6,18.92,2023-04
cus_NKeZooGeScHb3F,18.92,2023-04
cus_Lqs7yOmcjzVm7u,19.12,2023-04
cus_Nglcv6VxL3QMar,18.92,2023-04
cus_HoFotXnPT3LYzG,19.12,2023-04
cus_NKeFdcH4YmRFND,19.12,2023-04
cus_NKdaTAnrmr9SIF,19.12,2023-04
cus_NgkxgcIIrWA84p,19.12,2023-04
cus_MmAelSDwZCxUen,19.12,2023-04
cus_BBfNVZq7oWWs7Q,19.12,2023-04
cus_NgkBfdChW1zoTU,19.12,2023-04
cus_NV6yrMQHvxAI2b,19.12,2023-04
cus_NgjVML2xZwxWeA,19.12,2023-04
cus_L7sdHJJCMAZBER,18.92,2023-04
cus_N908bpVSMNSgIy,19.12,2023-04
cus_Mm9IzbYAduK80H,19.12,2023-04
cus_Ngj6TiaEwNfgqP,19.12,2023-04
cus_K0wZTzvwgJoum4,18.92,2023-04
cus_NgiEvCYAcVTTyH,174.48,2023-04
cus_NghL9h0bhJxvdT,19.12,2023-04
cus_Mm6zKRBbSgfIYs,18.92,2023-04
cus_NJcan9KGsYrXD8,18.92,2023-04
cus_Lf97ERwFhg5caN,18.92,2023-04
cus_NgaCz1hFAe3usq,19.12,2023-04
cus_LIDhmdFiaqywX0,18.92,2023-04
cus_MaMLpZYBwfuvb2,19.12,2023-04
cus_MDVb18NvZdCtV4,19.12,2023-04
cus_N8p2459wUyYftO,19.12,2023-04
cus_MaMGNrumElO8Z7,19.12,2023-04
cus_NgXpf0r4qfmvGD,19.12,2023-04
cus_NUu6u7mXhnWbhT,19.12,2023-04
cus_NgX8tK5A2aih0G,19.12,2023-04
cus_NUtpiEMe6ihDQX,19.12,2023-04
cus_NUst1S6dEdpjjq,19.12,2023-04
cus_NgVVv4CTZ2xC15,19.12,2023-04
cus_J5PVMlE6PB3iF7,19.12,2023-04
cus_MDSRaouhU217ik,19.12,2023-04
cus_F2Q3yEznUbvA4H,19.12,2023-04
cus_L7d6un7mv77MCf,19.12,2023-04
cus_N8jzcDmNYEWvSd,19.12,2023-04
cus_NKLWFWAbkSGHWJ,19.12,2023-04
cus_Mx7SHMJY5SzZO5,19.12,2023-04
cus_NUpAZoDg4j99Hv,19.12,2023-04
cus_MP1MUGxhxH5L8I,19.12,2023-04
cus_NKKuaW1tnWHi3X,19.12,2023-04
cus_FmRsUVIzvTDawc,19.12,2023-04
cus_K0fQ4D8CdSdPhG,19.12,2023-04
cus_MlpVZwZmKuAxe6,18.92,2023-04
cus_NUmWr5wcUSkHm0,19.12,2023-04
cus_Mx439MR9XZVRVl,19.12,2023-04
cus_NUmK07V3q2iPUn,19.12,2023-04
cus_K0bxsIst8XcN35,19.12,2023-04
cus_NUkrM5QbEA2SSC,19.12,2023-04
cus_LqUE37QulnMwQE,19.12,2023-04
cus_NgNBsA5sQXEFUS,172.68,2023-04
cus_N8dN0g8KjIy74d,18.92,2023-04
cus_NKFIbjAjAfRn8s,19.12,2023-04
cus_KCBFplT0ajv1wv,19.12,2023-04
cus_N8bxNCQRCNwVKX,18.92,2023-04
cus_NgL9NWRrIKtRvY,19.12,2023-04
cus_Mlkt74xZnHKis9,18.92,2023-04
cus_Er0tQH89c3Y9Og,18.92,2023-04
cus_LqQXyqz2OZIo30,19.12,2023-04
cus_CpVJKTBGVtrylh,18.92,2023-04
cus_NUgdfHKQPy7LMU,18.92,2023-04
cus_LHwmyu2XwRgpIh,18.92,2023-04
cus_MlizBwmxTNHeRE,18.92,2023-04
cus_LemPm3VKTEKALu,18.92,2023-04
cus_NUeeoEd2iweys9,19.12,2023-04
cus_NKA99EEgdBsM3F,18.92,2023-04
cus_NK9qwnALuzrFd4,18.92,2023-04
cus_KC6cvvQt7XwxXQ,18.92,2023-04
cus_NgFzEGqRNtjQn9,18.92,2023-04
cus_NK76P85Ddlz4An,18.92,2023-04
cus_IMBBFFGpPV7VtZ,19.12,2023-04
cus_NUb45J6kGr5nLv,19.12,2023-04
cus_NK6Q6xZq2vTZXy,19.12,2023-04
cus_NK5vcGxn9C8DtH,19.12,2023-04
cus_NK3VWW9wsVsFTk,18.92,2023-04
cus_NK3DSkbAtAr18u,18.92,2023-04
cus_NUX9TrDd3j64Hm,18.92,2023-04
cus_NgA38rgIPytliY,19.12,2023-04
cus_MwnqgfiDXutJVS,18.92,2023-04
cus_M1U548F0JAKelh,19.12,2023-04
cus_KYpIJzfYxKZEpl,19.12,2023-04
cus_MD5ilOa9c0gfzw,18.92,2023-04
cus_NK08fMVWWKkKYt,19.12,2023-04
cus_NUU49LHOX6O4xO,19.12,2023-04
cus_Fm6Mm4c9eo95pf,19.12,2023-04
cus_LSYmFEMUAGclkr,19.12,2023-04
cus_GVnleysaou9hfn,19.12,2023-04
cus_MlWOypE0qzjAcI,19.12,2023-04
cus_EJ3XHGGDikTX1P,18.92,2023-04
cus_J4zWqWXLSoZii8,19.12,2023-04
cus_N8LnE7SbZsSfgD,19.12,2023-04
cus_MZswyoWNzPvMFT,19.12,2023-04
cus_N8Llj9Va0CSCbw,19.12,2023-04
cus_NURpZAVzKcSZy9,18.92,2023-04
cus_M1PmtYmKEiRuBk,19.12,2023-04
cus_Ng4b55y0WLIr3d,19.12,2023-04
cus_NURSD0EsaGcTYd,19.12,2023-04
cus_NUREKHq4lV4O31,19.12,2023-04
cus_MD16ujyKFOTxsD,19.12,2023-04
cus_MlTlo1m2ueKGwY,19.12,2023-04
cus_IirhVm9nF6AeX2,18.92,2023-04
cus_JRoRSRZT7nOtEj,18.92,2023-04
cus_MOcbDrKhXhpGzR,19.12,2023-04
cus_Ng3JhTjVyjADCK,19.12,2023-04
cus_IXF8qJqk0x0XLN,19.12,2023-04
cus_NUQ8oncEbkHQZi,19.12,2023-04
cus_Ng35lZRtXZJKxU,18.92,2023-04
cus_MD0DWOTLrjTByC,19.12,2023-04
cus_EqipbHtAPd2vRd,19.12,2023-04
cus_MwgisS0xmyIYKi,19.12,2023-04
cus_LTHQFA5BDUlKxv,172.68,2023-04
cus_9hudGqgczoyNxC,19.12,2023-04
cus_NJuJJmtnmn2sy3,19.12,2023-04
cus_Lq7thQ5yUYjnf9,19.12,2023-04
cus_KjwbLBmVzpKC0v,19.12,2023-04
cus_G8rWY5dCa7TYzV,19.12,2023-04
cus_LHeQkKFOAA38U7,19.12,2023-04
cus_LHeMG0w5jkaCdj,18.92,2023-04
cus_NUNgVY0hYkqwGY,18.92,2023-04
cus_LHeH9YaBB9QryG,18.92,2023-04
cus_NUNXSUBdbkLrLw,19.12,2023-04
cus_JdNKpCoBqVrv52,19.12,2023-04
cus_Mwf29PWDbvthoV,19.12,2023-04
cus_MOZ7arCExKnEmW,18.92,2023-04
cus_NUMyGBBQcstaT0,18.92,2023-04
cus_NUMhTZN3r7mrzW,18.92,2023-04
cus_IuPYUaFXoADLj6,19.12,2023-04
cus_IuPLKAnHG98qoe,19.12,2023-04
cus_M1KgoUnbgo21uA,19.12,2023-04
cus_EqeMRcSMnPmn0i,18.92,2023-04
cus_H3l05XdDiDQECW,19.12,2023-04
cus_NfyCw53McNhlkO,19.12,2023-04
cus_NUL4azJEXas2rm,18.92,2023-04
cus_MOX5jl4iCzvQQf,19.12,2023-04
cus_MwbGe3mcr6GiVj,19.12,2023-04
cus_Lq2XQaSTeRIIrH,18.92,2023-04
cus_MOTvLLCuYz0n3y,18.92,2023-04
cus_JGQ5qbMATFN62a,18.92,2023-04
cus_MlIhwgdgqkkevb,19.12,2023-04
cus_NUEesXKmCmHtnk,19.12,2023-04
cus_MOQZze2BLvg7SH,19.12,2023-04
cus_KYXToitYDDCCUv,18.92,2023-04
cus_GVX3s3TTgf41Ib,19.12,2023-04
cus_NJhzaEqKz5aP7Q,19.12,2023-04
cus_NJhmuVJgfBQsz1,19.12,2023-04
cus_CS9QxiZgLORHHX,19.12,2023-04
cus_N84VJpZecA76Mx,19.12,2023-04
cus_NUAdANrrM1jjjT,18.92,2023-04
cus_NUAR6L9BjJRtW9,18.92,2023-04
cus_NU9jvUiGKMg92n,19.12,2023-04
cus_NJfJFdZSBT5c7b,19.12,2023-04
cus_M17FgjnMNI91Me,18.92,2023-04
cus_MwQbtsVyzM8ZI2,19.12,2023-04
cus_LeFjtFA6CI6zVI,19.12,2023-04
cus_L6uXqMKljk6Xtk,19.12,2023-04
cus_LT05EhTdpcOMzv,174.48,2023-04
cus_NU7ZY50uUPKzyK,18.92,2023-04
cus_L6t6hVxWypbQgq,19.12,2023-04
cus_Hbc1jd8I8N0Shb,19.12,2023-04
cus_Ml9CKdi13JsdPa,19.12,2023-04
cus_Nfind9HecHk9Nh,19.12,2023-04
cus_LHLfsM39gLVz4R,19.12,2023-04
cus_NJaZnGSzzt8veU,19.12,2023-04
cus_NfhVwMnllEJBsH,174.48,2023-04
cus_MZV3f4T2jwraVl,18.92,2023-04
cus_NU3wkECMhIhQ6B,19.12,2023-04
cus_NU3TLyr507j2UZ,19.12,2023-04
cus_MZUJnEyTVIKYHR,19.12,2023-04
cus_KvDXenFzzLoYez,19.12,2023-04
cus_LSvpSjqxzMoawY,172.68,2023-04
cus_NU3Ess9T4nPLyx,18.92,2023-04
cus_NU2ylQfUTB7uOg,19.12,2023-04
cus_NU31ObOFHV3uoL,19.12,2023-04
cus_NffxLwd8Sp32Of,19.12,2023-04
cus_JGBp2e3eEra40b,172.68,2023-04
cus_MwKDSXUAtHVoeK,19.12,2023-04
cus_IiTIBeMcP1Yn1w,19.12,2023-04
cus_AnjQqeWOrf7g8F,19.12,2023-04
cus_DYvYTjRR4DBpiU,19.12,2023-04
cus_MwJe9YRRClpFgI,18.92,2023-04
cus_JRPUV2O4a1HYou,19.12,2023-04
cus_NJX47gLOEf2sEV,19.12,2023-04
cus_LSu1h4TxL5aRlY,174.48,2023-04
cus_MwIlDnWxIm7zYg,19.12,2023-04
cus_JGAHB0cImc1UI7,18.92,2023-04
cus_LHHUa1VsoGNGWW,19.12,2023-04
cus_I9xom2jdNpFfIK,19.12,2023-04
cus_JG8ppq4JfDq4aD,172.68,2023-04
cus_NTzbFhFuKERLlW,18.92,2023-04
cus_MOBZkvd6f7Dhqi,19.12,2023-04
cus_NfcDSjkKxCYkdh,19.12,2023-04
cus_NTyvtDLC2AVjot,19.12,2023-04
cus_LSrI7cCRXAziwK,19.12,2023-04
cus_Nfbj5vGYRu01gC,18.92,2023-04
cus_LphvLJgvey6eCd,18.92,2023-04
cus_M0wh7TBgjBiUVW,19.12,2023-04
cus_NfbUxTyaBoJu2I,19.12,2023-04
cus_NfbRXh22jsS8fg,19.12,2023-04
cus_LSoA4Kd048iVcf,172.68,2023-04
cus_NfYUeb4ifXzIxg,18.92,2023-04
cus_NfYK15lR41S6jW,18.92,2023-04
cus_NfXfE7U2ohMKwJ,18.92,2023-04
cus_NfXa96CWhrFn6a,19.12,2023-04
cus_NfWj49fQBqu9Gt,18.92,2023-04
cus_H3JEKe8sSw7ySi,172.68,2023-04
cus_NJP5IKxwSe6MVa,18.92,2023-04
cus_NfWLeI05UcG7Sr,18.92,2023-04
cus_NTr1ytqyme9kDh,18.92,2023-04
cus_NJMUaI72WqhogO,18.92,2023-04
cus_M0orETEAZeITB5,19.12,2023-04
cus_LpYeCrrNr5JsmI,19.12,2023-04
cus_NfSDUHJSYydBGI,19.12,2023-04
cus_JFxShmRQahUIbp,19.12,2023-04
cus_MkpZpCRYM5kCft,19.12,2023-04
cus_NTmCWe4sVLRLng,19.12,2023-04
cus_NfP7AQZJsOpZZJ,19.12,2023-04
cus_N7f321noldbI7U,18.92,2023-04
cus_NfNyjxRUU0js3U,19.12,2023-04
cus_Kuv3kqinx3hymb,19.12,2023-04
cus_LdrHXGTYMZXYv3,19.12,2023-04
cus_NJFGVx6190mi3H,19.12,2023-04
cus_HPzgfZdhQN2LXR,18.92,2023-04
cus_JFrxb2Ed4z7e1A,19.12,2023-04
cus_Ggemb58i2qfr9Z,19.12,2023-04
cus_JFrWhvFyUjv2RG,174.48,2023-04
cus_H387SgdIuuKU3S,19.12,2023-04
cus_NJDvaeZvBEmlwU,19.12,2023-04
cus_Mvzt91moV735vA,18.92,2023-04
cus_MNuFOnsVnojZLj,19.12,2023-04
cus_NfL6m0CQCmpmSt,19.12,2023-04
cus_NJDSTVJ9xZFpc0,19.12,2023-04
cus_Kurij8Xrv4SC0a,19.12,2023-04
cus_NTh4cHmax5VRFc,18.92,2023-04
cus_MNseKtXdrVcrBM,19.12,2023-04
cus_JFpbvj7T7Jh2Cf,19.12,2023-04
cus_LSYveN0Trj5sPl,19.12,2023-04
cus_NTgLxSH8AW4Dag,19.12,2023-04
cus_MNrvLAYJ0Weasz,19.12,2023-04
cus_HbARR5Dn4MoLWH,19.12,2023-04
cus_NfI8reHRf3At2n,174.48,2023-04
cus_NTf51K8GxkZ5vi,19.12,2023-04
cus_NfHtHPg1cHVTuV,174.48,2023-04
cus_NfHORvgJ2BsBSx,172.68,2023-04
cus_NTdxdF5PiuMykn,19.12,2023-04
cus_HEIHxEkW2i1wxr,18.92,2023-04
cus_DMuveh11ozmtFO,19.12,2023-04
cus_JR1S3HYues8t9A,19.12,2023-04
cus_NJ90VsW7wki2Eu,19.12,2023-04
cus_NTdGuSGXQDE4H7,19.12,2023-04
cus_MNp3aOUD7X3ZVg,19.12,2023-04
cus_NfFaXCRbKbrTzv,19.12,2023-04
cus_Mvtnjt98hxlzoa,19.12,2023-04
cus_N7VVmBIqZh9eOr,19.12,2023-04
cus_NfEkXCGug0ZHeF,19.12,2023-04
cus_NfEjJBiWEBCosu,19.12,2023-04
cus_MvtKj6T0WphzSw,18.92,2023-04
cus_LSTJvw44waU7XM,18.92,2023-04
cus_NfDGVHbypEcRXv,18.92,2023-04
cus_NfDEGZZVeEe4Ll,19.12,2023-04
cus_Km77upR9lWcvRJ,336.05,2023-04
cus_NTZ8pm9Ft4Ql8S,19.12,2023-04
cus_NfB2H8re40Av40,18.92,2023-04
cus_JQuBxgR4MRJiOM,18.92,2023-04
cus_Kufua0LwhbHagG,18.92,2023-04
cus_Nf7KHEfNdcksAO,172.68,2023-04
cus_NIylcfqnvceoIT,18.92,2023-04
cus_Nf45u2OzET108k,19.12,2023-04
cus_MYrjMLVLEjAIvA,18.92,2023-04
cus_HmXNXqIU7KGKVJ,18.92,2023-04
cus_Nf2z7toyXshVVf,174.48,2023-04
cus_N7JGtD1ftWOCrG,18.92,2023-04
cus_NIuZumXjSiH6cH,19.12,2023-04
cus_LdUww8hggVSr8e,19.12,2023-04
cus_NTMp3nCeConFgS,19.12,2023-04
cus_Ihme4hYF1iOBmK,19.12,2023-04
cus_JFUnUHpB8wnbCv,172.68,2023-04
cus_NeyMOj7dYp5Chu,18.92,2023-04
cus_NeyJr7rHWqpCGq,19.12,2023-04
cus_LdS0BKTBsI0xV5,18.92,2023-04
cus_MNWdlzwlAA5z5c,19.12,2023-04
cus_Nex3tEQywEmLot,19.12,2023-04
cus_MvbWlC3mSBFt3C,19.12,2023-04
cus_IhkYTfzyEhu10N,19.12,2023-04
cus_LSCImkpdLUT7Bg,341.07,2023-04
cus_NHPWB2mG3CHLzT,19.12,2023-04
cus_MBtOYG1hTBM2lM,19.12,2023-04
cus_LdQaJtgL8r7sVp,19.12,2023-04
cus_LdQcRq8Ryn998N,19.12,2023-04
cus_NewF7QJBfU9ntj,19.12,2023-04
cus_NewBgD3gAGwqv4,19.12,2023-04
cus_IJ7MvOoImw6z7Z,19.12,2023-04
cus_MvZqU2ui7wexjy,19.12,2023-04
