Customer,Revenue per transaction,Month & Year
cus_GeSG0AukTYqYeQ,19.11,2020-01
cus_GeSBEvnXlZJTNR,19.12,2020-01
cus_G5TGjigD3OvU1A,0,2020-01
cus_GeRlFDg4uAQ6uC,19.12,2020-01
cus_G5xX1116KUPuQR,19.12,2020-01
cus_FtrkM5OMzuxy5a,-19.12,2020-01
cus_Fy3ArxExyH2gY4,19.12,2020-01
cus_FAbHwrYLK1ZyUF,19.12,2020-01
cus_GeMyY1gLVQGxy6,19.12,2020-01
cus_GabZlKbrlCretb,0,2020-01
cus_Dt9S4rrvB1aOvy,19.12,2020-01
cus_ERatA2q8AyLpx0,174.48,2020-01
cus_GFKMQGQH6xERJ5,0,2020-01
cus_GeKPssIEiHzo4H,19.12,2020-01
cus_GSgwRexf9sTakT,19.12,2020-01
cus_EJOIoYYeJJlaLO,0,2020-01
cus_ERZMJqIMTZf1ej,174.48,2020-01
cus_FAW1n9NVlQpD3B,19.12,2020-01
cus_EOLqECKkF1jvAD,0,2020-01
cus_GeJ3b62iG3DyW8,19.12,2020-01
cus_GeILwziGVYBTHv,19.12,2020-01
cus_GPmD1B6zFacra8,0,2020-01
cus_GeHuYwUa12IGag,19.12,2020-01
cus_GeGiTIGwo5vVyU,19.12,2020-01
cus_GPQ09IkqhLCLkV,0,2020-01
cus_ERWF2R6gfLWkK7,174.48,2020-01
cus_FXIlNCBnu7RS0M,19.12,2020-01
cus_GQzX5kMgRUNByv,-155.36,2020-01
cus_FXHc8tlvEkJQib,19.12,2020-01
cus_EODs9YxlNlyRys,0,2020-01
cus_EoaoQQsT1qpPjL,7281.9,2020-01
cus_Cxbqk7eWqjuHQe,19.12,2020-01
cus_GCvraz6ASeICtR,0,2020-01
cus_GHD7jHiiacw0XA,19.12,2020-01
cus_ERJYqPMX9WUlWu,174.48,2020-01
cus_G0x28MPNdVUnBE,-38.24,2020-01
cus_Ge3kxoGpyPYtVT,19.12,2020-01
cus_FX74xGWxkrbYKy,19.12,2020-01
cus_FuKKdx22nbaNKw,19.12,2020-01
cus_Ez039JIR7z3sQd,19.12,2020-01
cus_Bg5EORv81hB5we,19.12,2020-01
cus_GCUs0sQz7pGtbj,0,2020-01
cus_Ge1X2nV5YALGux,19.12,2020-01
cus_EMIYNhOr8t1rON,0,2020-01
cus_GSN7KqZrgTfLHx,19.12,2020-01
cus_CmDb2UgcL7Z1Ve,19.12,2020-01
cus_G5WS0SMVTpe3U1,-38.24,2020-01
cus_Gdy5AaPxxfKtiV,19.12,2020-01
cus_GSKaTmtfkriVBG,19.12,2020-01
cus_A1k9DOVyQ8DXH0,19.12,2020-01
cus_GLZ87jeLj0WwKw,0,2020-01
cus_EnHyoYaP6EWAjO,19.12,2020-01
cus_GKSdZ2s2yAIYT8,0,2020-01
cus_FWyxH5GW53QytC,19.12,2020-01
cus_Fbe22VzSPPgPaX,0,2020-01
cus_GdvWYrJZ9LXTiO,19.12,2020-01
cus_D90gsuXRwJnybv,19.12,2020-01
cus_GVrVtIWpje18T6,0,2020-01
cus_GSHUJg6C7fWnVA,19.12,2020-01
cus_G5OIk0a95V26bd,19.12,2020-01
cus_F22MNxXkyaPJfo,-38.24,2020-01
cus_GSErJByOYxPuSX,19.12,2020-01
cus_GdrZly59SlIumA,19.12,2020-01
cus_GSDEhV7o0xSrW9,19.12,2020-01
cus_Gdoa5I4TYBZ6ya,19.12,2020-01
cus_FA0CKuHRVrHVa2,19.12,2020-01
cus_EDhO1iBpmTXge2,-338.75,2020-01
cus_GdnN0Sk0vYewOv,19.12,2020-01
cus_FWqeE8r8a4dzLf,19.12,2020-01
cus_G8D9gmgLY4QZ5q,0,2020-01
cus_E4BqQN4xe4KVkD,19.12,2020-01
cus_GDT7wiLMVo0VhB,0,2020-01
cus_DK6t9Cy4BrX4sQ,19.12,2020-01
cus_GdkX8qfSfP92pz,19.12,2020-01
cus_GGLb9wi6jVbyfB,-19.12,2020-01
cus_GdkCE9zp6H59Kj,19.12,2020-01
cus_GGsF0QNZ7Vou2c,19.12,2020-01
cus_G7UMGPGyGskGNY,0,2020-01
cus_Eydrx2gGFvAlz1,19.12,2020-01
cus_FWj7eIsj7hNn2C,19.12,2020-01
cus_GCIFsjpq0jXWed,0,2020-01
cus_GdfOIV8Leom6rC,174.48,2020-01
cus_GA5i2aZjnmOg1J,-19.12,2020-01
cus_GdemwsU0vP53mq,19.12,2020-01
cus_Gddhrpn8kEeob0,174.48,2020-01
cus_GIHtK4FiPqcU6o,0,2020-01
cus_GGlmZ8cXTRhzSp,19.12,2020-01
cus_GI3TqlwEbgWB5f,0,2020-01
cus_G59LrH95b4XFWA,19.12,2020-01
cus_C2XIiYejgfdCTf,19.12,2020-01
cus_GHywLy7fQ2F59j,0,2020-01
cus_B7DbpEgIJVlZde,19.12,2020-01
cus_EQsAvGxU7BRkT0,19.12,2020-01
cus_EGSqUmAcXHsRN0,0,2020-01
cus_Gdd1NU9Xo4Hx75,19.12,2020-01
cus_EmyM3LBE2IS4vs,19.12,2020-01
cus_GdcHrj7qdnhljE,19.12,2020-01
cus_GGhvVtfP7Fwf7H,19.12,2020-01
cus_C2SuwmEJllZQec,19.12,2020-01
cus_AvtxCGXcujbgAl,19.12,2020-01
cus_G53lQ7RP1Rnhqr,19.12,2020-01
cus_GdXBpdpiJwkPip,174.48,2020-01
cus_D8c8oedspvlJVy,19.12,2020-01
cus_BIjQKHYFFXiI6A,19.12,2020-01
cus_GGdtBtPkRrnp3s,19.12,2020-01
cus_GdUkCQj2MzOdzr,19.12,2020-01
cus_GdU7ZA8XQdgTCf,19.12,2020-01
cus_GdT6nRKC0SvgEY,19.12,2020-01
cus_AvomopbbdRM6pf,19.12,2020-01
cus_Fi7K39YAtLPIWP,19.12,2020-01
cus_C2JwOVFoAZGDBt,19.12,2020-01
cus_GdLj1svq36OCBy,19.12,2020-01
cus_74K2urDzaLT6JF,19.12,2020-01
cus_GdLCiWPZZG0yGm,19.12,2020-01
cus_Fi0M4DkZ6BJCiI,19.12,2020-01
cus_GdKlCnceuwI4cx,19.12,2020-01
cus_CZw8DKpIcJH9jD,19.12,2020-01
cus_BqyDHHL91qaOfa,19.12,2020-01
cus_EmeSbzgezhuzcd,19.12,2020-01
cus_GdIOZMEtyXAJZR,19.12,2020-01
cus_BIUQC8Sgu09u9R,19.12,2020-01
cus_GdGrOdIorlaUpK,19.12,2020-01
cus_CZsyl3GSx6zBC7,19.12,2020-01
cus_GdGaYcUkkHRtIv,19.12,2020-01
cus_CwjKei8qm0JjjZ,19.12,2020-01
cus_GdFfGsbnF5VxoA,19.12,2020-01
cus_GdFSR6CH4FXkSl,19.12,2020-01
cus_GdFCiMiQYWIoPB,19.12,2020-01
cus_DJYSNt5rV6LzxC,19.12,2020-01
cus_G4kWcYzgMZHS0h,19.12,2020-01
cus_GdE1u49gDw9fHI,174.48,2020-01
cus_7FRDSrKfvBSjrj,19.12,2020-01
cus_FWGIbWMWmFf9W1,19.12,2020-01
cus_GdCiZ0KYQgFrxC,19.12,2020-01
cus_GdCXQEUggnSiHE,19.12,2020-01
cus_G4i9HbE0R5QcAR,19.12,2020-01
cus_FL06znfruJ9mUK,19.12,2020-01
cus_Ec2U7crU8tIBAL,19.12,2020-01
cus_GdBxcUxDeFRbVe,19.12,2020-01
cus_G4gckIGucsB7H9,19.12,2020-01
cus_8imEsCIFHcsYWw,19.12,2020-01
cus_GdAjMCLUZ3iB5S,19.12,2020-01
cus_Fhok000tprHrfs,19.12,2020-01
cus_GdAUPfFqylc9pU,19.12,2020-01
cus_GRVnmc022OTqeU,19.12,2020-01
cus_DV3rtq6htWoKJs,19.12,2020-01
cus_FKsaadhOL36Kpj,19.12,2020-01
cus_G4ZvoC3RDWosIN,19.12,2020-01
cus_Gd0iBcHcvnMHBO,174.48,2020-01
cus_Gd0H267itO0vX3,19.12,2020-01
cus_EQFer7VoC7dmUi,19.12,2020-01
cus_GczoBy4SIikTCi,19.12,2020-01
cus_Exw11PBOSg23KZ,19.12,2020-01
cus_GG5YHn50Grr131,19.12,2020-01
cus_GG5YMVXYwOXpex,19.12,2020-01
cus_FhcbKDbqjSQtXl,19.12,2020-01
cus_GG5Ld0EWhthaKL,19.12,2020-01
cus_EQCM3HhoEGyrcZ,174.48,2020-01
cus_GcwGmEdwMKqJmW,19.12,2020-01
cus_EmHC4FHAJjJFrJ,19.12,2020-01
cus_GcuUHWGOupKgTU,19.12,2020-01
cus_CZViRCaoH5AV0q,19.12,2020-01
cus_Gct91ZL7cl3tBT,19.12,2020-01
cus_GcsrSmdjBr7nxN,19.12,2020-01
cus_BTh2gPl0lnYKIQ,19.12,2020-01
cus_Gcrwnyufn0Vjm8,174.48,2020-01
cus_Gcrfg8wYUaFClg,19.12,2020-01
cus_EbiVFtGp7VR1i1,19.12,2020-01
cus_Gcq6SWTmpFObVD,19.12,2020-01
cus_FVsGouKlhFHG97,19.12,2020-01
cus_ExmVQ2hfgfkbbq,19.12,2020-01
cus_BTcbd3SmnvJpUj,19.12,2020-01
cus_FPhvgybL8crZhb,19.12,2020-01
cus_GFuqrj9ROZ3Abx,19.12,2020-01
cus_GFunKJDosiW9Qh,19.12,2020-01
cus_GcheGsQnnoOjJr,19.12,2020-01
cus_GcgCrP4W3DfZqX,174.48,2020-01
cus_FRn40RkNhsHY8n,19.12,2020-01
cus_FhKSeeVyZUdlDb,19.12,2020-01
cus_GceZB9EZE5T6S2,19.12,2020-01
cus_GFmThOfdvhnhHw,19.12,2020-01
cus_Ckrtpx2UXdPCpt,19.12,2020-01
cus_AY4g19XcjicMPq,19.12,2020-01
cus_EPp46Sy2I7Fxlm,174.48,2020-01
cus_GFh6AAiX8QTrLy,19.12,2020-01
cus_GcXpyGhk3kEoDQ,19.12,2020-01
cus_6V2A87bc2HmmOv,19.12,2020-01
cus_G40WtGIEqNNAZ3,19.12,2020-01
cus_GcTVCztqci3lma,19.12,2020-01
cus_FskmW3uSdKIGUI,19.12,2020-01
cus_ExQV9jttHSGxwp,19.12,2020-01
cus_AXx80QfrYoDB1R,19.12,2020-01
cus_GcRvI9u0C2EPYB,19.12,2020-01
cus_7n7KQEfw5SN0ZK,19.12,2020-01
cus_GcR0iJhU6DMQZy,19.12,2020-01
cus_GFYXyWxXoN6oL1,19.12,2020-01
cus_G3w9sSrBxRXi0s,19.12,2020-01
cus_Ell0ROwKV8fvbX,19.12,2020-01
cus_GQldoyaWYzwVoc,19.12,2020-01
cus_Ckd2Zli32CeJ1N,19.12,2020-01
cus_AMGo1N6UG17dpC,19.12,2020-01
cus_EPYCDzEax9owP0,19.12,2020-01
cus_FK6dcMyFeCJ0mf,19.12,2020-01
cus_GFMdKHN2L9jNDB,19.12,2020-01
cus_GQauCFT6ttWc5m,19.12,2020-01
cus_GcDln7wrTscGfS,19.12,2020-01
cus_GQZTzm6MsCQwbP,19.12,2020-01
cus_FsTmE21ic3BrBW,19.12,2020-01
cus_G3iRR2MnfXtiQA,19.12,2020-01
cus_GFJZ0jnK46xYYK,19.12,2020-01
cus_FJzHBNmM4cRWe9,19.12,2020-01
cus_G3gXt535qbW9Og,19.12,2020-01
cus_GFIHRuNKjv6nVC,19.12,2020-01
cus_GFHbpvYxuRLJgA,19.12,2020-01
cus_ElTgVEQISiXOSY,19.12,2020-01
cus_Ex5Q6iiJoI39Np,19.12,2020-01
cus_Gc68dA3CxrSJtS,19.12,2020-01
cus_Ex3TcGwDRTgXNq,19.12,2020-01
cus_FsMJ2gummJbn9B,19.12,2020-01
cus_FsM2szqsCkcCDV,19.12,2020-01
cus_ELe42fw9Wfex8p,174.48,2020-01
cus_CvXSmmcEw2ImYr,19.12,2020-01
cus_Gc40iXS2Hkplhd,19.12,2020-01
cus_Fz0Wzsv5VWyMLs,19.12,2020-01
cus_G3ZXJ0UDlpiAQM,19.12,2020-01
cus_GB5r2jL5A62QfV,19.12,2020-01
cus_CCWoARb6i74MQO,19.12,2020-01
cus_899UHFjuTwuXoP,19.12,2020-01
cus_GF7YGoWEQ5KFP6,19.12,2020-01
cus_FsFB4WRVrlQSNr,19.12,2020-01
cus_GF1yThWeYQaMkf,19.12,2020-01
cus_F85GOYgEsAf7Ia,19.12,2020-01
cus_GboGjhktIvoUGj,174.48,2020-01
cus_FUq85fXBEFUALG,19.12,2020-01
cus_GbmD9mTPvhxaOK,19.12,2020-01
cus_FUoeKRMhtLFfzc,19.12,2020-01
cus_9zXvpigthK5gP7,19.12,2020-01
cus_GbkNo4Gu9GxML9,174.48,2020-01
cus_AB8euIjatfmD5J,19.12,2020-01
cus_F7wH7SLSbYxJw7,19.12,2020-01
cus_FJY4bG7EHTJNJJ,19.12,2020-01
cus_FUmbV8gszXwKm9,19.12,2020-01
cus_G3FCFWWix8grZ7,19.12,2020-01
cus_GQ52JOe0UCkuGh,19.12,2020-01
cus_GbiCZt0kVZzNKi,19.12,2020-01
cus_Gbi6nmLbUMWlwp,19.12,2020-01
cus_GbhoPUJpPmJfW4,19.12,2020-01
cus_Gbhb42Qp2ZFWV0,19.12,2020-01
cus_Gbgifr9xwFzRwc,19.12,2020-01
cus_GbgQQhk6cHM9l7,19.12,2020-01
cus_FrxJvq4waR4Wq7,19.12,2020-01
cus_G3BwlGopMMfQXs,19.12,2020-01
cus_GbfW87ohs0913k,174.48,2020-01
cus_GDifoK9gKEEv9u,19.12,2020-01
cus_DHuuCiErGoFwRO,19.12,2020-01
cus_GbYwRgTOkCJprp,19.12,2020-01
cus_Cv10KWEzPGI3FQ,19.12,2020-01
cus_EktINlOFf4cPyk,19.12,2020-01
cus_CuzD5XjhxV9GU6,19.12,2020-01
cus_GbVDHSjbrWLELU,19.12,2020-01
cus_GPrE5QeEq0pIgF,19.12,2020-01
cus_EOjTIUvPu4PfrV,174.48,2020-01
cus_GbTKLoCpiaoYCa,19.12,2020-01
cus_G2yNr0tpeWFY8t,19.12,2020-01
cus_GEaAnmOuUz1V9k,19.12,2020-01
cus_GEZkn7RZ7CONmN,19.12,2020-01
cus_GbRKbYJGSTWrIJ,19.12,2020-01
cus_CY3BaWnMBT6Qgy,13.29,2020-01
cus_G2x2sI8DJ4b3cy,19.12,2020-01
cus_GbQmf8O3CkjTqf,174.48,2020-01
cus_Fri3Vu1UxyQNBC,19.12,2020-01
cus_GbQ8dfSrmggqbK,19.12,2020-01
cus_GbQ4t0AtoYdQR9,19.12,2020-01
cus_GbPpnqdASoBqjD,19.12,2020-01
cus_CBuJRFXuW2qknJ,174.48,2020-01
cus_AtjmnfzG4F96ae,19.12,2020-01
cus_G2tTZOytJkFqKW,19.12,2020-01
cus_FreZZBN0YnzwDa,19.12,2020-01
cus_GPjQG9bEPhPwD5,19.12,2020-01
cus_GbMm7zyhOZlyP6,19.12,2020-01
cus_GbM6OmhwhGspMg,19.12,2020-01
cus_GbM1ufMdV4sgjW,19.12,2020-01
cus_GbKaksW2cMXgtp,19.12,2020-01
cus_GbK5Amnia0ZURR,19.12,2020-01
cus_GbJhTfT2nXtLzP,19.12,2020-01
cus_GPetxwvmmy6zka,19.12,2020-01
cus_AAfIrGt3mhuAuV,19.12,2020-01
cus_GbGXDmks1zRypH,19.12,2020-01
cus_GbE3LtKUyvEr6e,19.12,2020-01
cus_GPafS2QqHmZ51d,19.12,2020-01
cus_F7O80UtupWosh5,19.12,2020-01
cus_GbB2xZo3Fh3vuX,19.12,2020-01
cus_CXnGnbWSL2c7xO,19.12,2020-01
cus_FIzLOm1dDWsmdO,19.12,2020-01
cus_GbA8yOf2FzE2ST,19.12,2020-01
cus_GEHcGt4JxUS8GD,19.12,2020-01
cus_7DKSEJjkeXto3Q,19.12,2020-01
cus_GEErWcBDtYVhU1,19.12,2020-01
cus_Gb6Ykm3cQwHWrw,19.12,2020-01
cus_Gb6KHoqDsd4eam,19.12,2020-01
cus_Gb5PyXovWPOYGp,19.12,2020-01
cus_Gb5EDQOtgVocuZ,174.48,2020-01
cus_CNCiU5K4dwn7Rt,19.12,2020-01
cus_Gb50RiqQLFXpH9,19.12,2020-01
cus_Gb3xOTiUcOeDzT,19.12,2020-01
cus_9F8afy56P3jLuw,19.12,2020-01
cus_Gb2UICh1VnCoGZ,19.12,2020-01
cus_Gb27CGEoTZYBaj,19.12,2020-01
cus_GEA5HCZfd1gHqE,19.12,2020-01
cus_Ffh8S2pj7OPgJV,19.12,2020-01
cus_FU3h30oRlz26SV,19.12,2020-01
cus_DSvsC7L5xoyzS9,19.12,2020-01
cus_Fff34hIUJcaJ5a,19.12,2020-01
cus_Gaza0Ps57Ya5Ab,19.12,2020-01
cus_Gayz2lFvOsVtJw,19.12,2020-01
cus_FU2QdEdipGlwb5,19.12,2020-01
cus_Gaykc3MjWBm7sm,174.48,2020-01
cus_CuRYQCi8lzyMlU,19.12,2020-01
cus_EkJwjFmH8bEg92,19.12,2020-01
cus_CBUBi8CA87s7VE,19.12,2020-01
cus_GE4GmEEU8W3SxD,19.12,2020-01
cus_F789s8YAojfxdO,19.12,2020-01
cus_Evsn0zZq3ahKJn,19.12,2020-01
cus_GauxyAT2W2UbU6,19.12,2020-01
cus_FTxVDXKTXleh7B,19.12,2020-01
cus_GarXXiS94vY2t0,19.12,2020-01
cus_GarElkyxwqncIe,19.12,2020-01
cus_G2Mt0DOYRR0qLT,19.12,2020-01
cus_GapaJVjGCoV0Ml,19.12,2020-01
cus_Fr5FgpWkBBlm3n,19.12,2020-01
cus_G2IHVe9pr30vEl,19.12,2020-01
cus_G2HbM6mShIPVcQ,19.12,2020-01
cus_AA8qYm9AIJ8i4j,19.12,2020-01
cus_ENyyH8DhumDBuf,174.48,2020-01
cus_CXLZ7vyiDvaOB6,19.12,2020-01
cus_FfNmIho5mKjGc9,19.12,2020-01
cus_GahTnhG5fnaiot,19.12,2020-01
cus_ENvZkJXZ7c9YYd,19.12,2020-01
cus_FfKrNeBG3ro273,19.12,2020-01
cus_DSbCFsKA0ayVh4,19.12,2020-01
cus_CBAxMvHjfs1fe5,174.48,2020-01
cus_GaetiCZu8zhYxP,19.12,2020-01
cus_FITGqgVmKKKQ7g,19.12,2020-01
cus_ENu72kH5xpraok,174.48,2020-01
cus_7Cr3zjOdewu0NK,19.12,2020-01
cus_Ejyus7JD4voOW0,19.12,2020-01
cus_GDkoWz0LazBgQd,19.12,2020-01
cus_GacZbNqG3rZ2j8,19.12,2020-01
cus_AA10uhQW1VWWBu,19.12,2020-01
cus_EZTUXZUOis20XX,19.12,2020-01
cus_G27mbuyQvNi4dx,19.12,2020-01
cus_G27Cn35DRppFkI,19.12,2020-01
cus_GaasgeutXEhbdB,19.12,2020-01
cus_3LnQjONWYiz6jx,174.48,2020-01
cus_GaZybxAepU38Pe,19.12,2020-01
cus_GaZrdIX3qckGb1,19.12,2020-01
cus_8rQfoiRVZ4NFMX,19.12,2020-01
cus_GDhVl2617bKwV1,19.12,2020-01
cus_GaZNLY3SmmKhGb,19.12,2020-01
cus_B49bEUCEfJw1e2,19.12,2020-01
cus_FINKBy0hn10Dr7,19.12,2020-01
cus_FfCdjc9AtVgSu5,19.12,2020-01
cus_GaX2tft2SQQ0ZZ,174.48,2020-01
cus_GaWuT33rWJNKUE,19.12,2020-01
cus_GaWpsOnmnGROFp,19.12,2020-01
cus_Bo9bBTD7ify8Af,19.12,2020-01
cus_G1zeq5FPAl76mA,19.12,2020-01
cus_F6fEE0vN1F8zAN,19.12,2020-01
cus_BzLwHgEpkXIdwv,19.12,2020-01
cus_A9q05hiYtZO1GJ,19.12,2020-01
cus_GDWvrrrGnxK6t7,19.12,2020-01
cus_BzIkVUWPO4fMPC,19.12,2020-01
cus_FIC71NhiGgIEY5,19.12,2020-01
cus_GDVAgIOY5ZAcbc,19.12,2020-01
cus_GaMaJkgY76YSde,19.12,2020-01
cus_GaMHE48IcyXEMR,19.12,2020-01
cus_Ff11OFLIEpjVYz,19.12,2020-01
cus_GDSszAAiDplSDq,19.12,2020-01
cus_AKDM3ictKV4Fyt,19.12,2020-01
cus_7O9Jd4xe1wqAE3,19.12,2020-01
cus_D5PEuYSg4ugUpG,19.12,2020-01
cus_GDRqj1xGdceMQN,19.12,2020-01
cus_GDQxAG8nnUKAIy,38.24,2020-01
cus_GaI2EhZLEqqsbv,19.12,2020-01
cus_GDP0wTU8Lnlo15,19.12,2020-01
cus_GDOiGC0zTa2gHs,19.12,2020-01
cus_9y2hWYBA9LIXeN,19.12,2020-01
cus_GaFvCjFUeyGngp,19.12,2020-01
cus_GObo6IN3Y4W68k,19.12,2020-01
cus_FqW3x3l77yPO8X,19.12,2020-01
cus_GaFOQrtVNRrvrw,174.48,2020-01
cus_9y0s1vhZKD9j55,174.48,2020-01
cus_GDLufRaKETwpxe,19.12,2020-01
cus_GaE5I7Yfpp8RsA,19.12,2020-01
cus_GOa2FIXfyZE3GY,19.12,2020-01
cus_GaBs3MFb2CDUif,19.12,2020-01
cus_GOYR55iRvj3dfy,19.12,2020-01
cus_GDJIYxxLfgC8TY,19.12,2020-01
cus_E0YslCTbDnqM5i,19.12,2020-01
cus_GDHbHFhlli82R2,19.12,2020-01
cus_Ga8e1HSgDzCD4y,19.12,2020-01
cus_GDEsCIYWXmlvZy,19.12,2020-01
cus_Ga79fA5PHJZsp9,174.48,2020-01
cus_Ga6om5ebb5DrI1,174.48,2020-01
cus_D5BK3FE4bJtzPh,19.12,2020-01
cus_DddzBCCa88OxZE,19.12,2020-01
cus_Ga5yzhPPR6wRe4,19.12,2020-01
cus_Ga5xRiQoPx5zNP,19.12,2020-01
cus_Ga5jcSPIJFGH1O,19.12,2020-01
cus_F6Husn4wEXRsPw,19.12,2020-01
cus_CWdxuc20spFdA5,19.12,2020-01
cus_9mBOdavA3c4Uqa,19.12,2020-01
cus_Ga0LJDZJXrKUZJ,19.12,2020-01
cus_GZzNHC0MeXZwX9,19.12,2020-01
cus_GD5ruKiUxvbAJq,19.12,2020-01
cus_CiC6ppV3bPviNF,19.12,2020-01
cus_GD5iJrPGKA5DBX,19.12,2020-01
cus_ENBx0dSYLVCRhP,174.48,2020-01
cus_GD4THcqFWa5osc,19.12,2020-01
cus_EYncrkhBSGcBNP,19.12,2020-01
cus_GD4C4hps8W80lk,19.12,2020-01
cus_BbyFres93u11aM,19.12,2020-01
cus_GZtr2EnnPgK0bj,19.12,2020-01
cus_Ci8DL0rGJ15kNi,19.12,2020-01
cus_GZslN7ehPJaE5J,174.48,2020-01
cus_5XnuZCb9xACjPG,19.12,2020-01
cus_DdP4Hqb5Rtun0G,19.12,2020-01
cus_Doda0bqM3J2gvG,19.12,2020-01
cus_GZpo115FcYBR1j,19.12,2020-01
cus_DRkaWuwj8GoeXw,19.12,2020-01
cus_8fQHHOxNPzUwRr,19.12,2020-01
cus_FHbvwqAcW5x04y,19.12,2020-01
cus_GCudZwSC0BMjSe,19.12,2020-01
cus_GZlwYEYM7mO1Tf,19.12,2020-01
cus_D4qKrhj3Q5Unlj,19.12,2020-01
cus_9xXTkJxkXT8Dvx,174.48,2020-01
cus_DdIHqnymZ0S8SU,19.12,2020-01
cus_GO7DZ4ntTedz59,19.12,2020-01
cus_GCsGYJJBvymypM,19.12,2020-01
cus_Fq1BafU71XVeTE,19.12,2020-01
cus_GO3IqdFPjLRA1A,19.12,2020-01
cus_CLn42AJZ2mxkch,19.12,2020-01
cus_EYVKu5LkvcKk58,19.12,2020-01
cus_DFxMsWmN4vWTpd,19.12,2020-01
cus_EYUnzZgQvSwsfz,19.12,2020-01
cus_EYTQKXTSp20w88,19.12,2020-01
cus_BQPAPKx8Zry3tD,19.12,2020-01
cus_FprdbSg226UKou,19.12,2020-01
cus_Fppi9Lmpu82Qfk,19.12,2020-01
cus_GNt7MnhVozdpFz,19.12,2020-01
cus_GCdeelGKNJXMMT,19.12,2020-01
cus_FntVYEtUp4BSmZ,19.12,2020-01
cus_DRQ01LYxpPchrF,19.12,2020-01
cus_BQIMCcnsKAE5QS,19.12,2020-01
cus_GCbMi3O5N1FAMy,19.12,2020-01
cus_FpkKjjOuIerOS8,19.12,2020-01
cus_7Bfr2sJjHLxtbL,19.12,2020-01
cus_G0voE9G8pfVObZ,19.12,2020-01
cus_GNmTYxWwFv3Tmo,19.12,2020-01
cus_AUtjTNUKTOqYsU,19.12,2020-01
cus_GZOTfooMUnMrh4,174.48,2020-01
cus_8IA0akCZkdY9sZ,19.12,2020-01
cus_FpfK5sb73K52j2,19.12,2020-01
cus_GZMJPeyWfJYkFk,19.12,2020-01
cus_G0pE1kQjKb8bnC,19.12,2020-01
cus_G0oneVfkszlDk6,19.12,2020-01
cus_GNfH9dFeZPGQ3N,19.12,2020-01
cus_G0oPJlxsRFGf1n,19.12,2020-01
cus_EMWqmwaTNcur5p,19.12,2020-01
cus_GCPLDAwlErA9RC,19.12,2020-01
cus_Csjan1U0Wjz9JF,19.12,2020-01
cus_G0jrdv2Y30Ge3F,19.12,2020-01
cus_FH1gCpUVO9F6Tu,19.12,2020-01
cus_GCKqxAmSthJFLH,19.12,2020-01
cus_GCKWJ0tzZ5ZYTe,19.12,2020-01
cus_EMRZBWLu90qzVy,19.12,2020-01
cus_GZBqegPF0PRAHJ,19.12,2020-01
cus_GZAIXAtU5VwSGh,19.12,2020-01
cus_GNWc8Z6IaUxNd9,19.12,2020-01
cus_GZ9FJnYt55sJMp,19.12,2020-01
cus_Eu6StafKw4QNWW,19.12,2020-01
cus_AUczfvCyHnxw5f,19.12,2020-01
cus_GZ7qJ9HvbXX0aM,174.48,2020-01
cus_GZ7mJLDxlYGVcv,19.12,2020-01
cus_DFRSgRgCYDSVdU,19.12,2020-01
cus_G0dbsFNwQ3VGUd,19.12,2020-01
cus_9wt9Ryk0yIYhWZ,314.3,2020-01
cus_GZ6QKRS77aDzzV,19.12,2020-01
cus_GZ6PMeiN27OBDp,19.12,2020-01
cus_GZ5m3ny91DAKug,174.48,2020-01
cus_FpNDTIFAFecZJ8,19.12,2020-01
cus_G0bvPOXauYuH2K,19.12,2020-01
cus_GZ5EptNvj1Roiw,19.12,2020-01
cus_91YDUbkAKly2O3,19.12,2020-01
cus_GNS2uHO32kpIpg,19.12,2020-01
cus_FGtZYlJN2Sq2OP,19.12,2020-01
cus_G0aLzwwCHDbnfY,19.12,2020-01
cus_GZ3zkIuEND09vk,19.12,2020-01
cus_FGlxZ83538XMbY,19.12,2020-01
cus_G0SPGBflPYs7Kd,19.12,2020-01
cus_CL2WSizvgIhXOc,19.12,2020-01
cus_FRwuaJE0LQQwRy,19.12,2020-01
cus_G0PeXIv3hjj167,19.12,2020-01
cus_C9MOcY5LbBQhbE,19.12,2020-01
cus_3K33dHu5y7wezV,19.12,2020-01
cus_GNBXluM8GsOcMA,19.12,2020-01
cus_EM3yUKwdOWmex6,174.48,2020-01
cus_G0J6z5jSwCp73D,19.12,2020-01
cus_G0In2TALOOyByU,19.12,2020-01
cus_BapzberlJjL2Bm,19.12,2020-01
cus_G0ICaiRVyFNqVQ,19.12,2020-01
cus_G0G1oFT9w9s99L,19.12,2020-01
cus_BmOi7aqhJxg1WK,19.12,2020-01
cus_GN6CKgF7pAaWIi,19.12,2020-01
cus_CgxJPtXqkxzo1S,19.12,2020-01
cus_FdNvlsJEuMRNap,19.12,2020-01
cus_FozEBCgLnjqYGs,19.12,2020-01
cus_GYhwXUVgXtUdVJ,19.12,2020-01
cus_GYhp5TnYZ2dMXf,19.12,2020-01
cus_G0CWkCy5qME74n,19.12,2020-01
cus_64KPuN6p9hYwTC,19.12,2020-01
cus_ELuJQSjYFgcQZT,174.48,2020-01
cus_GYd6vjB8DEfLt4,314.3,2020-01
cus_ELrudpOp7ABCoK,174.48,2020-01
cus_GU2cXQEqrs19kn,213.02,2020-01
cus_GMvzJPyi1bAYxH,19.12,2020-01
cus_Foo2A7nFSahafw,19.12,2020-01
